Start (ms)	Stop (ms)	seq.pulse_length	Doppler PMT	PMT1_2(sum)	PMT1_2(0)	PMT1_2(1)	PMT1_2(2)	PMT1_2(3)	PMT1_2(4)	PMT1_2(5)	PMT1_2(6)	PMT1_2(7)	PMT1_2(8)	PMT1_2(9)	PMT1_2(10)	PMT1_2(11)	PMT1_2(12)	PMT1_2(13)	PMT1_2(14)	PMT1_2(15)	PMT1_2(16)	PMT1_2(17)	PMT1_2(18)	PMT1_2(19)	PMT1_2(20)	PMT1_2(21)	PMT1_2(22)	PMT1_2(23)	PMT1_2(24)	PMT1_2(25)	PMT1_2(26)	PMT1_2(27)	PMT1_2(28)	PMT1_2(29)	PMT1_2(30)	PMT1_2(31)	PMT1_2(32)	PMT1_2(33)	PMT1_2(34)	PMT1_2(35)	PMT1_2(36)	PMT1_2(37)	PMT1_2(38)	PMT1_2(39)	PMT1_2(40)	PMT1_2(41)	PMT1_2(42)	PMT1_2(43)	PMT1_2(44)	PMT1_2(45)	PMT1_2(46)	PMT1_2(47)	PMT1_2(48)	PMT1_2(49)	PMT1_2(50)	PMT1_2(51)	PMT1_2(52)	PMT1_2(53)	PMT1_2(54)	PMT1_2(55)	PMT1_2(56)	PMT1_2(57)	PMT1_2(58)	PMT1_2(59)	PMT1_2(60)	PMT1_2(61)	PMT1_2(62)	PMT1_2(63)	PMT1_2(64)	PMT1_2(65)	PMT1_2(66)	PMT1_2(67)	PMT1_2(68)	PMT1_2(69)	PMT1_2(70)	PMT1_2(71)	PMT1_2(72)	PMT1_2(73)	PMT1_2(74)	PMT1_2(75)	PMT1_2(76)	PMT1_2(77)	PMT1_2(78)	PMT1_2(79)	PMT1_2(80)	PMT1_2(81)	PMT1_2(82)	PMT1_2(83)	PMT1_2(84)	PMT1_2(85)	PMT1_2(86)	PMT1_2(87)	PMT1_2(88)	PMT1_2(89)	PMT1_2(90)	PMT1_2(91)	PMT1_2(92)	PMT1_2(93)	PMT1_2(94)	PMT1_2(95)	PMT1_2(96)	PMT1_2(97)	PMT1_2(98)	PMT1_2(99)
1,5378E+12	1,5378E+12	21.746.950	1	3210	36	7	10	30	41	47	3	37	45	544	4	30	38	10	39	5	28	9	42	34	42	34	5	40	34	38	51	45	37	32	6	30	44	7	5	7	45	35	47	38	2	5	42	42	9	35	51	7	18	38	7	47	40	41	31	44	32	29	44	3	11	38	43	2	7	14	6	47	7	5	47	28	9	48	51	30	8	11	11	39	14	9	38	40	36	36	9	37	37	39	53	6	37	11	42	37	11	2	9	17
1,5378E+12	1,5378E+12	22.349.360	1	2086	7	14	7	39	4	10	15	10	9	12	5	14	7	45	10	7	8	5	10	6	5	11	4	36	8	42	14	8	51	3	37	38	11	42	46	11	4	10	8	5	12	5	8	11	6	51	36	29	40	40	7	3	6	8	11	33	10	40	37	38	8	38	7	49	9	5	38	8	8	8	9	163	8	0	34	5	5	41	41	7	43	14	10	15	10	53	5	40	41	45	40	43	25	13	10	34	45	5	28	7
1,5378E+12	1,5378E+12	22.951.770	1	2038	11	9	12	10	10	4	9	9	46	37	40	44	12	9	7	26	9	36	5	45	34	7	28	8	42	11	7	38	13	10	6	10	7	41	12	7	6	39	2	50	10	11	8	7	9	8	44	47	4	8	43	10	13	9	12	6	47	49	44	38	5	32	8	49	35	7	7	4	4	5	31	5	3	6	47	7	4	7	43	110	38	9	11	35	3	5	47	43	7	6	32	7	37	4	40	5	41	34	11	9
1,5378E+12	1,5378E+12	23.554.180	1	1505	35	5	15	44	11	31	39	6	18	12	8	34	36	4	10	8	11	11	11	33	43	8	3	8	8	4	50	49	7	5	14	9	8	43	12	5	2	10	18	7	3	9	7	7	13	5	12	4	12	43	5	7	10	37	43	8	7	4	3	49	32	9	3	21	9	35	10	10	12	9	8	4	30	8	6	13	6	40	10	11	6	5	4	6	5	14	3	6	8	43	9	10	8	8	7	37	5	7	8	37
1,5378E+12	1,5378E+12	24.156.590	1	1570	7	9	12	7	39	4	11	10	36	9	6	10	7	39	5	9	8	7	56	7	61	12	17	7	3	8	20	7	8	10	10	8	36	7	36	9	7	39	15	12	7	30	7	6	9	11	10	6	10	9	46	3	31	3	9	9	7	46	5	33	9	9	42	5	7	10	5	7	46	33	42	9	9	8	7	47	48	44	6	40	9	8	10	10	6	47	6	8	8	6	6	11	10	7	9	2	31	3	9	4
1,5378E+12	1,5378E+12	24.759.000	1	1409	11	11	7	2	9	43	42	10	5	13	9	11	9	5	7	11	11	6	11	36	8	8	7	8	41	2	10	6	8	8	31	7	49	8	8	44	11	9	8	36	23	8	6	39	10	11	9	13	13	37	5	38	3	34	13	6	11	9	12	47	6	10	5	46	5	8	9	2	9	33	8	41	6	40	4	7	11	4	56	6	12	8	5	10	11	4	3	9	14	6	10	11	9	2	7	10	7	7	8	7
1,5378E+12	1,5378E+12	25.361.410	1	1233	6	11	11	38	8	5	6	35	10	11	8	10	8	10	8	4	47	8	12	13	6	10	12	10	13	14	6	9	7	7	5	13	5	6	10	5	8	8	6	6	11	11	8	5	7	5	8	8	11	5	11	8	46	7	10	6	43	7	10	7	7	11	7	34	5	5	44	11	6	40	5	40	7	7	4	6	9	4	6	7	5	30	47	8	9	6	11	8	14	13	8	8	37	6	9	7	9	45	10	9
1,5378E+12	1,5378E+12	25.963.820	1	1589	7	5	12	9	12	36	15	7	7	3	52	43	39	9	8	8	9	4	36	8	8	13	5	9	4	34	10	11	5	3	8	5	11	5	9	7	14	13	10	8	8	3	11	7	4	5	10	7	39	7	5	22	11	17	6	11	10	5	9	292	9	10	10	4	31	8	11	10	10	6	9	13	9	5	6	109	7	30	4	6	10	8	7	42	11	9	11	7	5	6	3	43	6	13	13	5	9	50	10	4
1,5378E+12	1,5378E+12	26.566.230	1	1157	9	6	9	12	5	40	6	10	7	12	13	54	6	11	12	11	10	7	19	11	5	10	6	6	2	4	9	12	7	5	10	6	14	4	7	5	5	9	9	5	5	6	9	34	7	13	33	11	9	8	13	8	8	8	5	11	6	7	4	7	10	6	13	12	7	42	35	7	25	12	4	11	8	7	10	6	12	7	8	9	9	8	4	8	10	33	8	41	9	8	6	6	40	10	5	46	10	7	8	8
1,5378E+12	1,5378E+12	27.168.640	1	1613	11	13	48	8	32	51	7	9	5	38	1	7	37	30	6	13	34	39	9	15	3	8	9	51	10	39	44	10	42	42	4	6	37	5	6	5	15	45	9	8	42	9	4	8	46	10	9	9	11	38	7	4	6	13	4	3	42	7	9	14	7	6	8	8	5	16	7	11	6	6	19	34	3	14	11	10	9	48	7	7	13	32	10	10	14	10	9	5	10	5	49	5	29	9	7	10	8	12	9	9
1,5378E+12	1,5378E+12	27.771.050	1	1714	8	33	35	4	11	10	6	44	14	4	5	51	43	55	8	5	5	45	4	43	9	46	6	50	12	6	7	6	4	5	11	3	4	5	10	37	11	31	7	6	8	6	7	9	9	7	9	7	40	5	7	9	37	6	42	8	10	5	10	34	6	33	8	6	7	47	10	11	5	35	10	17	11	45	9	10	14	9	6	6	5	23	8	15	39	4	9	45	7	7	54	40	4	6	51	12	6	33	50	7
1,5378E+12	1,5378E+12	28.373.460	1	2197	7	9	7	6	10	4	9	10	45	9	6	33	8	35	6	43	35	105	36	35	49	6	39	0	10	4	11	33	57	6	42	8	43	33	2	57	37	11	35	34	15	7	12	10	10	5	44	38	7	38	37	15	39	3	6	47	44	39	41	34	6	46	9	8	6	6	6	37	10	12	8	32	11	7	34	31	7	16	51	4	7	4	8	6	10	5	7	10	31	33	47	7	43	4	58	3	40	6	5	50
1,5378E+12	1,5378E+12	28.975.870	1	1995	7	7	7	40	11	44	44	6	7	9	45	7	4	10	4	9	47	5	40	14	50	48	6	45	41	7	12	40	35	13	10	44	4	5	40	30	5	11	10	46	37	8	40	38	12	9	5	13	36	7	6	5	8	43	8	43	17	6	10	5	41	10	8	9	31	8	10	5	9	5	7	51	10	10	4	6	12	43	57	7	8	33	9	5	45	39	7	4	12	8	6	37	7	42	8	38	9	37	42	31
1,5378E+12	1,5378E+12	29.578.280	1	2146	44	4	11	7	50	6	7	10	49	52	8	7	7	10	41	10	50	7	43	43	42	3	46	5	40	43	10	10	7	8	9	7	9	8	42	51	5	40	41	9	10	7	7	38	11	6	9	47	49	13	12	10	47	7	11	36	38	3	10	33	39	6	35	6	8	40	4	7	46	11	9	7	7	38	12	6	7	40	37	6	7	5	38	35	36	30	46	38	6	3	8	15	45	9	15	43	43	8	4	36
1,5378E+12	1,5378E+12	30.180.690	1	2514	5	43	15	30	40	4	44	30	45	40	31	42	51	10	27	12	5	6	32	9	6	9	43	8	50	35	34	4	43	5	46	6	9	38	11	4	7	44	40	7	2	8	29	44	3	11	40	40	38	33	4	7	42	10	34	47	3	31	46	40	8	34	33	43	11	59	38	39	10	11	49	4	8	45	8	33	40	8	9	5	48	7	38	40	36	34	48	20	10	39	17	9	42	36	5	8	11	40	6	43
1,5378E+12	1,5378E+12	30.783.100	1	4554	7	9	59	7	6	45	37	10	29	46	44	40	6	5	18	43	6	44	55	39	38	42	7	3	33	10	4	7	31	46	31	8	37	27	24	36	8	55	55	9	13	6	9	43	37	33	43	44	38	38	6	38	10	37	11	10	2085	38	8	5	14	7	54	38	12	42	5	9	10	49	9	4	9	4	42	6	9	38	41	13	37	38	37	7	47	42	10	6	40	7	31	40	40	37	9	32	8	7	35	11
1,5378E+12	1,5378E+12	31.385.510	1	2701	7	5	47	38	7	37	10	43	48	3	38	4	40	33	45	36	9	44	43	42	27	10	33	49	9	47	31	34	51	9	38	49	35	33	10	43	7	48	39	28	32	4	14	4	9	36	30	5	32	10	9	13	5	55	9	8	50	38	35	6	4	33	73	35	7	45	11	33	5	39	8	11	9	47	36	11	39	33	10	44	38	5	43	37	5	45	6	46	49	35	10	41	40	5	2	10	37	44	46	11
1,5378E+12	1,5378E+12	31.987.920	1	2792	23	45	33	29	46	44	40	17	40	6	8	49	29	36	7	47	46	10	10	46	42	43	10	6	41	45	7	34	7	36	44	7	8	25	37	41	38	5	40	43	27	29	41	33	9	2	7	9	34	10	6	51	58	42	11	2	29	8	11	6	38	38	33	9	47	36	41	4	42	44	13	30	7	10	46	37	42	7	36	35	9	44	47	8	7	35	39	39	41	7	33	39	33	39	36	5	34	44	53	10
1,5378E+12	1,5378E+12	32.590.330	1	3281	34	7	4	49	33	7	45	39	30	36	14	42	56	15	40	31	5	5	38	36	34	6	50	6	34	45	10	44	34	36	42	33	35	45	42	38	39	38	44	7	39	37	37	39	38	33	37	41	4	39	33	7	42	41	38	44	39	36	44	38	52	10	44	10	52	48	51	33	54	32	15	42	38	45	29	47	38	44	37	41	33	8	49	39	41	3	36	9	53	43	32	42	52	36	4	6	38	11	46	4
1,5378E+12	1,5378E+12	33.192.740	1	3299	43	42	44	42	42	49	45	38	37	44	42	31	40	40	5	33	6	40	42	10	45	34	7	39	31	5	80	43	35	45	55	39	46	34	12	52	34	8	44	7	40	34	47	6	36	33	40	40	41	37	26	4	70	41	4	39	37	34	39	36	9	32	34	39	39	59	31	50	34	7	29	45	4	7	35	36	34	34	41	35	37	31	5	40	41	43	29	36	9	38	9	40	35	5	7	41	34	46	36	9
1,5378E+12	1,5378E+12	33.795.150	1	3275	49	39	51	6	7	9	46	29	12	41	33	34	26	42	40	45	44	34	39	42	37	33	48	31	40	7	44	33	34	6	44	42	35	38	40	43	39	48	13	36	37	59	44	34	29	39	6	8	39	35	8	38	43	38	28	41	27	8	31	38	40	41	6	37	40	46	36	48	31	28	41	44	29	13	39	5	36	29	6	32	4	40	33	30	37	38	32	34	33	35	36	49	9	43	37	42	36	8	43	40
1,5378E+12	1,5378E+12	34.397.560	1	3497	9	42	47	46	44	44	26	12	17	40	31	9	40	34	41	42	37	45	31	54	36	42	37	52	34	37	10	38	43	55	48	45	43	42	42	37	40	41	24	43	35	7	48	44	47	59	33	8	30	39	11	9	36	35	48	44	54	11	33	43	37	41	41	3	45	33	36	38	32	39	38	38	35	39	7	41	46	42	13	32	28	41	13	7	42	38	36	40	42	26	35	30	24	34	53	51	37	39	44	7
1,5378E+12	1,5378E+12	34.999.970	1	3634	47	31	51	44	36	36	40	41	49	38	51	7	46	53	6	49	38	39	40	5	58	40	49	32	38	37	5	6	44	40	38	52	4	30	27	41	33	44	27	44	49	42	40	42	38	10	7	33	31	51	8	35	39	34	57	42	35	44	4	6	44	33	40	50	37	32	35	33	2	47	36	42	41	51	37	35	45	29	46	25	11	44	46	137	40	35	36	10	41	40	40	48	37	33	35	35	42	46	46	9
1,5378E+12	1,5378E+12	35.602.380	1	3085	9	46	37	54	11	33	5	45	36	6	4	36	36	40	40	35	45	42	41	9	47	47	38	49	9	12	2	56	46	36	30	35	49	6	38	55	43	6	41	36	41	50	4	10	46	12	8	43	32	38	6	58	43	30	35	42	34	36	47	39	53	46	43	32	47	10	13	10	29	29	35	42	45	33	8	7	8	42	33	33	30	10	38	5	45	36	31	49	39	6	39	21	9	45	42	5	6	44	9	33
1,5378E+12	1,5378E+12	36.204.790	1	3136	35	49	34	45	47	35	4	33	43	31	44	45	39	9	11	46	5	37	8	181	37	45	6	39	32	49	35	11	45	44	37	40	11	40	9	33	32	8	48	33	7	40	31	31	39	47	42	8	8	40	38	7	36	39	11	38	39	30	34	4	44	36	31	46	25	44	41	7	56	49	3	37	9	6	37	43	49	41	41	8	48	39	42	9	36	38	36	38	7	7	6	34	6	6	48	5	11	8	42	33
1,5378E+12	1,5378E+12	36.807.200	1	2935	8	4	44	55	53	33	40	9	12	9	28	32	40	36	43	36	45	42	5	78	44	4	36	44	12	33	32	39	43	42	41	15	10	7	42	46	3	7	42	45	30	35	10	44	32	38	10	35	43	52	44	42	41	43	33	42	34	40	10	46	6	31	41	16	5	46	35	34	31	9	31	2	41	41	13	9	11	8	11	8	6	41	35	37	45	35	35	8	37	38	10	6	36	16	51	4	40	32	38	13
1,5378E+12	1,5378E+12	37.409.610	1	2263	13	35	34	10	7	14	50	47	47	37	36	33	14	49	7	9	5	40	36	4	36	42	39	37	9	5	9	9	51	32	12	37	4	35	8	37	39	9	33	5	7	42	7	28	13	6	38	9	40	10	36	35	4	6	5	51	30	6	8	30	33	39	6	48	9	39	9	37	33	4	4	11	41	11	8	32	38	7	12	8	7	9	36	10	4	44	34	6	8	8	41	8	51	5	10	30	10	33	7	47
1,5378E+12	1,5378E+12	38.012.020	1	2220	55	15	10	42	6	7	53	9	6	43	10	7	7	47	44	11	53	9	5	16	7	8	34	30	38	5	5	9	34	10	6	8	7	35	32	44	9	4	2	41	40	6	38	10	12	2	14	51	47	10	8	38	41	42	12	9	11	4	34	44	5	37	38	43	32	34	4	45	40	9	10	36	44	40	14	10	47	35	11	6	8	40	11	44	46	42	7	8	14	10	7	38	52	10	7	8	5	10	9	8
1,5378E+12	1,5378E+12	38.614.430	1	2342	40	51	10	40	45	8	56	42	5	5	9	7	12	9	12	4	39	33	7	8	11	9	13	7	9	3	8	37	6	10	48	29	37	45	54	6	33	4	36	7	39	7	39	4	49	5	53	47	38	8	33	12	42	23	50	5	14	47	10	52	10	8	7	8	44	8	8	17	7	42	8	7	8	10	45	5	6	11	7	52	39	5	40	48	9	40	39	32	12	15	38	10	7	51	35	5	40	50	40	38
1,5378E+12	1,5378E+12	39.216.840	1	1595	49	6	11	6	9	6	10	54	39	13	9	4	13	34	10	3	7	9	35	36	5	10	8	5	7	5	8	6	47	5	33	41	8	6	12	35	46	5	32	28	45	31	11	39	5	9	10	7	14	13	7	34	6	7	9	6	11	7	7	11	8	34	8	5	10	8	11	5	8	9	4	39	7	12	6	6	8	31	34	8	9	8	14	9	4	41	44	11	31	47	10	9	7	12	7	5	7	7	37	11
1,5378E+12	1,5378E+12	39.819.250	1	1477	14	11	9	10	9	9	9	9	9	9	38	7	3	9	11	11	10	5	3	37	6	13	4	6	6	8	3	9	6	11	13	26	18	36	7	43	36	7	8	9	12	11	8	9	6	3	15	7	8	11	45	38	9	4	7	10	34	8	10	14	6	13	10	49	10	36	5	7	5	11	17	7	9	41	5	7	5	39	4	9	42	10	7	38	38	5	6	7	12	8	50	43	16	8	7	9	40	14	12	34
1,5378E+12	1,5378E+12	40.421.660	1	1696	13	2	5	11	46	9	36	5	17	11	8	6	10	42	12	5	40	8	11	4	10	8	6	6	9	6	38	8	31	19	7	29	10	30	13	36	9	16	5	8	46	4	47	11	46	12	41	36	7	8	33	5	7	7	8	7	6	9	48	7	25	9	5	10	31	6	10	40	7	8	2	5	6	45	12	5	5	45	10	15	48	38	6	6	39	6	47	6	7	14	7	7	24	37	34	34	12	10	7	6
1,5378E+12	1,5378E+12	41.024.070	1	1500	9	9	6	40	11	10	8	8	51	8	10	9	11	4	6	8	7	10	5	10	13	46	7	11	10	44	6	6	8	10	10	10	6	7	11	40	10	41	9	11	42	13	8	36	11	12	10	6	5	35	3	46	5	28	43	5	10	7	6	43	32	42	9	10	35	57	8	9	3	6	5	7	10	9	36	5	4	4	11	6	30	10	6	10	48	34	9	7	11	11	8	11	6	9	9	10	5	10	10	8
1,5378E+12	1,5378E+12	41.626.480	1	1626	2	42	6	7	10	7	9	5	7	11	42	36	9	12	5	9	10	34	5	4	7	36	47	39	6	8	35	5	8	4	7	9	37	3	4	8	8	6	11	6	3	46	8	34	9	39	43	5	7	5	11	8	3	6	8	7	31	10	11	5	7	8	43	6	5	43	6	45	5	7	31	15	8	14	7	38	9	5	9	13	10	36	12	6	9	13	7	31	6	5	51	47	8	9	4	45	52	6	39	41
1,5378E+12	1,5378E+12	42.228.890	1	1492	33	11	8	44	6	6	6	30	13	9	10	10	8	6	6	3	44	12	12	31	38	12	33	3	11	8	7	6	6	9	39	7	36	7	9	37	5	7	5	8	13	8	7	8	7	3	4	56	2	9	47	6	8	12	9	40	12	10	6	46	32	9	7	2	4	44	29	14	8	7	4	2	8	7	36	29	35	32	44	13	8	10	7	16	6	5	45	34	3	8	8	5	3	7	6	13	6	7	8	7
1,5378E+12	1,5378E+12	42.831.300	1	1378	43	9	5	9	12	9	11	8	16	8	9	46	42	14	4	10	43	5	40	27	4	5	9	45	20	15	10	10	9	6	14	7	4	7	6	7	8	14	4	9	39	7	12	8	9	8	2	3	29	40	1	6	1	4	32	11	47	7	12	6	9	6	8	10	37	8	11	5	7	4	28	6	6	7	7	7	27	10	52	30	9	10	7	9	8	8	15	6	11	35	11	7	6	9	5	41	6	7	7	9
1,5378E+12	1,5378E+12	43.433.710	1	1487	11	6	6	5	36	10	51	41	5	10	8	10	48	5	34	7	2	9	4	10	9	6	5	7	17	11	30	48	10	6	7	8	12	6	33	8	9	10	43	10	4	9	5	2	44	2	4	36	4	4	3	9	4	12	8	35	11	4	4	4	43	11	2	34	9	7	9	4	43	41	43	8	6	6	6	6	5	31	1	51	9	5	6	37	8	8	9	40	11	34	37	9	10	38	5	7	8	5	6	8
1,5378E+12	1,5378E+12	44.036.120	1	1452	46	13	5	9	39	71	9	40	11	12	4	3	11	10	6	46	10	6	5	8	5	5	12	40	10	8	52	5	5	6	5	10	8	3	14	37	6	9	8	5	8	33	8	14	33	9	3	6	9	8	50	7	2	9	6	39	8	10	5	6	7	4	3	29	11	4	5	12	10	38	5	6	12	41	37	12	14	9	5	7	8	37	43	6	6	2	4	34	44	8	8	5	2	6	9	5	10	5	11	38
1,5378E+12	1,5378E+12	44.638.530	1	1343	6	6	7	9	8	9	43	14	3	41	11	10	8	9	7	46	33	6	11	13	8	33	11	4	10	3	5	10	6	7	15	5	10	6	8	8	39	4	5	34	5	7	6	8	11	9	8	9	9	9	7	4	44	6	54	13	36	32	7	4	10	3	7	37	9	9	6	8	36	8	8	7	3	6	35	33	6	13	35	4	3	7	5	10	4	9	4	10	31	10	5	9	37	12	5	8	44	6	11	11
1,5378E+12	1,5378E+12	45.240.940	1	1622	29	6	42	9	11	8	5	41	8	4	7	9	44	10	7	4	6	11	4	42	7	9	7	6	27	9	7	38	45	5	3	44	33	4	10	6	3	8	8	7	6	8	6	38	8	10	44	6	36	12	33	10	40	11	11	15	35	12	45	7	7	10	7	8	5	6	5	44	5	8	5	6	48	6	39	8	9	7	34	9	10	2	5	54	43	5	14	8	5	7	11	6	10	40	17	39	35	9	8	32
1,5378E+12	1,5378E+12	45.843.350	1	1493	6	9	3	15	9	7	11	47	37	40	12	8	9	10	40	11	7	6	9	8	4	9	7	8	32	10	4	39	34	41	3	4	7	36	4	8	41	9	15	35	5	4	7	9	12	7	12	9	4	10	40	8	3	38	6	11	6	7	43	32	34	7	10	31	6	34	31	10	3	5	12	34	6	7	8	6	7	48	35	1	34	7	3	12	8	4	7	5	9	7	8	7	8	6	8	37	5	8	7	41
1,5378E+12	1,5378E+12	46.445.760	1	1858	45	56	5	47	9	14	41	6	12	37	33	8	47	27	12	11	38	38	7	6	37	8	42	13	5	10	9	12	31	0	9	9	36	2	7	5	34	26	6	7	39	46	50	7	7	38	12	4	34	8	7	5	5	52	5	4	2	7	1	5	9	7	9	38	14	11	7	11	7	7	7	12	8	57	8	10	7	5	9	47	40	6	48	8	9	38	10	34	10	40	44	11	9	43	6	4	36	7	10	10
1,5378E+12	1,5378E+12	47.048.170	1	2343	13	11	11	43	12	35	34	38	3	36	9	44	30	36	41	9	37	36	39	30	7	41	23	51	39	41	9	6	35	39	2	2	9	12	7	7	60	5	6	44	6	5	52	40	44	8	8	40	6	37	46	6	39	6	13	31	36	75	6	8	7	38	38	42	5	39	35	12	5	11	46	7	11	11	9	7	5	34	39	14	40	39	31	6	10	7	10	8	33	46	36	35	7	35	4	6	11	6	43	11
1,5378E+12	1,5378E+12	47.650.580	1	2840	38	40	38	31	44	46	36	34	38	9	3	14	31	40	41	14	50	8	34	40	37	10	9	5	39	11	41	32	47	31	15	32	30	7	53	38	9	5	37	5	32	5	4	45	37	12	43	34	4	33	7	39	32	2	45	7	8	2	34	9	10	35	50	27	40	33	36	31	9	9	36	79	5	11	43	36	43	39	8	52	33	30	44	43	42	40	4	7	51	42	41	11	37	42	39	12	45	42	43	4
1,5378E+12	1,5378E+12	48.252.990	1	3083	52	44	45	8	41	37	33	37	37	31	33	5	34	48	34	8	53	32	12	8	10	43	9	6	6	37	27	32	38	38	37	41	10	37	50	46	11	47	6	30	49	46	38	13	7	45	33	9	44	11	23	47	35	34	31	43	7	49	9	32	28	13	11	35	6	50	36	36	10	42	6	39	5	56	39	40	41	39	6	173	8	42	38	8	41	32	34	29	51	44	9	7	55	7	31	24	9	40	59	6
1,5378E+12	1,5378E+12	48.855.400	1	3409	31	39	40	43	50	38	33	45	37	49	30	40	43	39	42	41	9	37	36	39	14	34	37	41	41	35	43	36	39	12	44	45	38	33	35	41	40	28	33	39	5	49	36	42	30	40	25	41	38	7	7	4	47	41	6	36	33	47	44	31	4	45	37	52	46	51	42	52	33	7	6	4	35	41	48	43	39	36	44	56	30	40	40	7	5	43	11	30	42	36	49	3	5	39	9	46	50	53	33	39
1,5378E+12	1,5378E+12	49.457.810	1	3609	39	45	34	35	35	34	41	40	42	42	5	45	4	40	40	42	51	31	35	10	43	31	10	10	50	35	41	25	27	43	46	38	38	28	36	36	41	35	39	36	36	7	49	54	31	47	45	6	27	43	36	4	36	7	36	45	29	172	13	39	50	21	42	37	33	37	48	40	39	36	40	70	27	23	34	35	48	9	53	36	35	33	33	48	9	25	35	35	42	50	45	50	34	35	22	45	44	43	6	42
1,5378E+12	1,5378E+12	50.060.220	1	3236	53	42	42	39	39	43	39	31	5	7	59	37	9	31	11	28	39	54	51	33	38	30	6	36	41	45	39	30	53	44	8	29	41	7	36	26	30	48	38	44	47	9	42	40	10	7	10	7	41	8	43	8	47	37	38	53	44	57	34	41	35	5	42	31	47	44	40	6	5	31	47	8	38	7	30	51	41	32	50	7	43	30	42	43	50	11	41	46	54	15	5	24	43	31	42	50	8	32	39	6
1,5378E+12	1,5378E+12	50.662.630	1	3270	36	7	5	41	44	36	57	46	35	35	36	34	52	50	37	44	43	29	49	6	41	34	30	5	12	43	38	46	7	32	32	33	43	29	36	8	5	28	46	46	41	35	43	24	44	46	53	32	33	38	53	6	39	37	37	33	46	34	10	43	47	43	7	44	28	6	10	10	12	32	51	45	26	31	37	38	8	8	3	43	51	39	41	46	48	53	36	8	47	36	8	28	39	32	41	35	35	33	6	36
1,5378E+12	1,5378E+12	51.265.040	1	2816	13	46	38	41	45	47	9	35	2	37	34	41	36	9	38	41	38	25	37	27	40	10	5	7	4	46	25	7	40	34	8	50	39	4	15	33	35	6	37	35	29	39	39	39	42	7	42	30	32	40	44	9	42	4	53	7	39	40	4	42	9	6	45	10	45	8	3	42	34	12	50	6	44	10	9	36	5	66	3	48	41	43	27	39	44	34	38	7	4	10	6	42	9	41	30	38	44	40	39	7
1,5378E+12	1,5378E+12	51.867.450	1	2831	38	43	35	24	49	35	28	9	32	8	51	32	47	3	36	10	8	34	53	6	47	44	33	7	7	9	56	36	14	9	8	37	35	28	43	36	2	37	7	7	5	49	39	7	7	7	29	38	35	38	53	50	30	28	34	42	11	6	9	33	33	33	40	43	43	39	41	5	12	45	45	7	171	5	41	34	9	7	8	36	6	42	6	41	13	33	7	4	10	52	12	8	38	6	5	53	36	45	38	46
1,5378E+12	1,5378E+12	52.469.860	1	4086	14	40	46	42	8	33	38	50	60	41	43	49	32	35	44	27	30	60	12	11	29	11	32	6	43	9	7	34	34	45	28	45	39	36	41	4	5	39	46	10	39	6	41	38	7	34	38	34	29	35	43	32	5	6	41	7	42	43	34	53	7	32	43	44	40	52	32	47	9	41	33	27	7	36	41	1056	35	58	6	34	39	41	33	40	4	5	45	41	33	48	6	9	45	28	38	30	31	8	8	9
1,5378E+12	1,5378E+12	53.072.270	1	2810	36	31	44	29	36	50	33	29	34	29	37	27	41	5	28	31	7	36	46	49	34	36	43	9	4	33	2	37	33	4	4	35	33	12	34	49	33	47	38	8	9	35	8	4	31	46	57	10	12	34	7	37	7	4	7	9	32	31	33	2	14	7	54	8	39	37	46	12	30	11	10	2	46	36	36	30	3	11	36	45	6	35	37	35	51	41	47	5	39	51	11	46	37	43	36	48	30	7	46	45
1,5378E+12	1,5378E+12	53.674.680	1	2346	12	9	6	7	45	32	47	30	8	30	50	7	7	7	6	37	45	35	10	38	53	40	10	11	44	4	4	38	10	27	10	7	9	32	5	43	32	9	29	41	14	7	36	33	4	50	4	37	3	47	11	34	35	27	37	30	8	6	4	36	9	42	10	5	38	13	54	16	41	36	4	7	52	12	5	35	45	45	5	9	27	8	33	30	29	41	10	5	36	4	47	8	35	5	14	34	36	30	31	11
1,5378E+12	1,5378E+12	54.277.090	1	2712	42	109	15	40	9	46	56	32	8	43	8	34	35	8	36	31	50	31	38	48	30	5	40	29	9	8	34	34	9	37	9	40	26	4	46	54	39	37	38	45	39	7	43	10	8	44	4	40	14	37	6	32	12	37	8	9	30	3	12	12	40	37	35	7	47	33	49	9	10	38	40	4	33	41	6	43	7	37	12	40	45	6	44	46	4	40	44	43	32	1	6	44	13	38	12	4	6	9	4	4
1,5378E+12	1,5378E+12	54.879.500	1	2396	35	41	37	2	9	41	43	40	49	7	39	38	34	39	12	9	43	10	6	6	7	8	39	36	32	3	5	40	7	13	42	44	9	7	9	36	7	7	13	5	7	10	35	32	46	34	9	39	35	10	7	6	35	38	40	7	6	50	34	43	45	11	28	8	40	5	33	33	9	6	7	36	40	3	12	42	10	42	6	32	46	37	51	9	8	31	48	10	11	9	42	12	13	45	36	5	9	32	41	21
1,5378E+12	1,5378E+12	55.481.910	1	2468	5	45	11	42	9	15	52	7	5	51	12	43	7	40	13	42	38	27	7	5	9	38	69	9	7	25	9	5	10	7	45	4	43	7	6	42	32	10	33	33	29	33	9	33	33	35	45	39	35	37	20	42	45	8	39	41	43	40	17	15	25	1	48	9	33	45	36	51	31	5	41	7	32	31	5	35	6	5	51	6	42	4	6	6	46	7	4	7	9	27	11	32	44	40	7	34	8	39	3	32
